Season,SeedDiff,AvgPtsDiff,AvgORDiff,AvgDRDiff,AvgFTADiff,AvgFTMDiff,OrdinalDiff,TeamA_Won
2003,0,1.5931034482758548,0.8908045977011483,1.6275862068965523,7.135632183908047,1.434482758620689,-1.0625,0
2003,-15,17.42118226600985,2.213054187192119,1.9187192118226584,5.448275862068964,4.673645320197043,-150.4485294117647,1
2003,3,1.448275862068968,-0.3793103448275854,-2.655172413793103,3.3103448275862064,2.586206896551726,14.294117647058822,1
2003,5,0.10240334378264038,-0.2925809822361547,0.09404388714733258,5.142110762800417,5.397074190177637,24.952205882352942,1
2003,-1,2.0827586206896456,1.508045977011495,2.345977011494252,-0.9494252873563198,-2.387356321839082,-13.90625,1
2003,7,-7.581720430107524,-3.8956989247311835,-3.4806451612903224,2.0612903225806427,3.2935483870967754,1.09375,0
2003,11,-7.966666666666669,-2.966666666666667,0.3666666666666636,-3.8000000000000007,-2.8999999999999986,72.32536764705883,0
2003,-1,-9.743087557603687,0.20737327188940036,-1.9297235023041495,-3.1094470046082954,-2.9170506912442384,-0.65625,0
2003,-9,2.3365591397849528,-2.4279569892473134,2.1419354838709666,-1.9967741935483865,-0.1677419354838694,-45.5625,1
2003,-13,15.36666666666666,1.6666666666666679,4.533333333333331,3.8999999999999986,1.5333333333333332,-84.37316176470588,1
2003,11,-9.048029556650249,-1.0381773399014786,0.23891625615763346,-1.4692118226600996,-2.5578817733990125,52.39522058823529,0
2003,-5,-2.7591397849462282,2.650537634408602,3.436559139784947,-1.2387096774193544,-1.7322580645161292,-23.678308823529413,1
2003,-7,2.99677419354839,-0.14623655913978517,3.870967741935484,1.4053763440860223,2.554838709677419,-26.03860294117647,1
2003,-15,-1.6333333333333258,-0.8333333333333339,0.6999999999999993,-7.199999999999999,-4.866666666666669,-203.44485294117646,1
2003,9,2.4205069124423915,-2.2062211981566815,1.2281105990783416,5.547235023041477,3.289170506912443,57.23345588235294,0
2003,-9,-0.7230255839822064,2.321468298109009,-2.634037819799776,3.406006674082313,2.2135706340378185,-35.41727941176471,0
2003,7,3.4827586206896655,0.03448275862069039,0.20689655172413524,6.241379310344829,4.448275862068966,38.299632352941174,0
2003,3,-0.5206896551724185,0.7609195402298852,-1.5712643678160916,-0.9218390804597689,-1.036781609195403,19.4375,1
2003,7,-1.5804597701149419,-4.8390804597701145,-4.220689655172414,-1.0816091954022973,0.03218390804597604,24.415441176470587,1
2003,-13,4.125448028673844,0.02867383512544741,-1.7048984468339299,-4.583034647550779,-3.3488649940262825,-107.08272058823529,1
2003,3,-1.2455357142857082,2.352678571428571,-1.696428571428573,-1.696428571428573,-1.2678571428571423,-3.375,0
2003,15,-6.28125,-1.1875,-3.25,1.84375,1.1875,148.82904411764707,0
2003,9,-12.129629629629619,-2.5703703703703695,-0.87777777777778,-1.1000000000000014,-0.8740740740740733,84.93933823529412,0
2003,-5,9.419047619047632,3.783333333333333,3.616666666666667,3.3714285714285737,2.6452380952380956,-26.21139705882353,1
2003,3,8.290322580645167,3.806451612903226,3.70967741935484,1.8064516129032242,-0.0967741935483879,5.03125,0
2003,-5,-1.4610472541507136,3.0459770114942515,-0.11621966794380612,3.5670498084291182,1.3665389527458487,-25.40909090909091,1
2003,-13,-0.9483870967741979,-0.6999999999999993,3.011827956989247,3.5096774193548406,0.435483870967742,-154.71507352941177,1
2003,-1,1.4758064516128968,0.2200460829493096,1.0518433179723488,-5.629032258064516,-6.271889400921658,-10.15625,0
2003,11,-3.931034482758619,-3.0,-3.586206896551726,0.27586206896551957,2.413793103448274,48.286764705882355,0
2003,-15,7.650246305418719,3.9027093596059093,2.970443349753694,2.8546798029556655,1.0344827586206904,-233.1378676470588,1
2003,-1,15.485416666666666,1.2416666666666671,1.3000000000000007,1.8562499999999993,2.7979166666666675,0.40625,0
2003,13,1.289910600255439,-0.7586206896551726,-2.893997445721581,-1.8058748403575997,-1.7011494252873582,114.38786764705883,0
2003,11,1.1333333333333258,1.1333333333333329,-0.8000000000000007,-4.833333333333332,-4.766666666666666,56.69852941176471,0
2003,-8,8.149769585253452,3.243087557603687,2.3202764976958505,0.35483870967741993,-0.2384792626728114,-40.4172794117647,1
2003,1,7.775268817204292,1.0247311827956995,2.7709677419354826,1.3258064516129053,0.8677419354838705,3.264705882352942,1
2003,8,-2.621839080459779,-3.1804597701149433,0.1758620689655146,-2.894252873563218,-0.6241379310344826,34.981617647058826,0
2003,8,-5.367816091954012,-0.6103448275862071,-3.589655172413792,2.073563218390806,1.4850574712643692,30.029411764705884,0
2003,-3,6.618663594470036,-0.3767281105990783,-1.8317972350230391,5.4458525345622135,6.210829493087557,-10.02941176470588,1
2003,-1,-4.663440860215047,-1.6537634408602155,-1.4709677419354854,-3.7387096774193544,-3.554838709677419,-11.617647058823529,0
2003,7,3.31609195402298,-0.8919540229885055,-0.5873563218390778,0.9172413793103438,0.21264367816091934,30.28860294117647,0
2003,8,2.791991101223587,0.8509454949944395,3.2547274749721886,-0.06117908787541637,-0.3170189098998879,37.299632352941174,0
2003,8,-8.313793103448276,-2.825287356321839,-4.364367816091953,-6.8873563218390785,-6.967816091954024,32.731617647058826,1
2003,8,-13.247126436781599,-5.372413793103448,-4.720689655172414,-8.548275862068966,-5.501149425287355,31.033088235294116,1
2003,-8,10.797916666666666,2.741666666666667,0.9562500000000007,1.9812499999999993,1.4541666666666675,-33.92279411764706,1
2003,3,2.5523809523809575,-0.18333333333333357,1.25,-2.795238095238094,-3.0214285714285705,10.205882352941178,1
2003,-5,8.677419354838719,0.12903225806451601,0.0,-3.193548387096776,-2.903225806451612,-24.988970588235293,0
2003,5,-4.068749999999994,-0.08125000000000071,0.25833333333333286,-0.1750000000000007,1.625,37.96507352941177,0
2003,3,-11.379310344827587,-1.931034482758621,-2.8275862068965516,-1.275862068965516,-1.8275862068965534,14.002673796791443,0
2003,8,-7.107142857142861,-5.785714285714285,-2.678571428571427,1.7142857142857153,2.1428571428571423,29.637867647058822,0
2003,-4,5.117511520737324,3.791474654377881,0.7718894009216584,2.161290322580644,0.18087557603686477,-19.441176470588236,1
2003,1,0.63333333333334,-0.5333333333333332,-3.799999999999997,3.9333333333333336,3.833333333333332,4.735294117647058,0
2003,-4,6.807112068965523,2.5646551724137936,1.6045258620689644,1.3329741379310356,0.2737068965517242,-18.52941176470588,1
2003,1,3.7928571428571445,1.807142857142857,-1.2952380952380942,0.8071428571428569,3.678571428571427,9.382352941176471,1
2003,-1,13.559907834101395,3.07258064516129,2.491935483870968,-0.5576036866359431,-1.0794930875576032,-8.930147058823529,0
2003,11,-2.580459770114942,-4.305747126436781,-4.587356321839078,-2.048275862068966,-1.2011494252873565,34.94485294117647,0
2003,7,-10.00344827586207,-2.377011494252873,-4.329885057471266,-3.8873563218390785,-3.3126436781609208,30.849264705882355,0
2003,4,1.1761904761904702,-1.4119047619047596,1.7571428571428562,-1.6857142857142833,-2.0999999999999996,20.294117647058822,0
2003,-1,3.8809523809523796,0.8785714285714281,0.7428571428571438,0.8666666666666671,1.4690476190476183,-3.294117647058824,0
2003,-2,-0.8616071428571388,-0.23214285714285765,0.08482142857142705,-2.8258928571428577,-3.491071428571427,-11.558823529411764,0
2003,-2,-8.936781609195393,-2.1770114942528735,-1.9298850574712674,-5.020689655172411,-3.212643678160921,-6.970588235294118,0
2003,6,-11.631336405529964,-5.501152073732717,-1.8847926267281103,-1.6566820276497687,-0.741935483870968,27.606617647058822,0
2003,-1,2.94047619047619,1.192857142857143,2.8285714285714256,0.5261904761904752,-2.1119047619047606,-6.852941176470589,1
2003,2,1.2463054187192029,-1.8682266009852206,0.75369458128079,-0.1650246305418719,-0.6206896551724128,5.88235294117647,1
2003,-1,1.2298850574712645,-0.010344827586205696,0.003448275862066197,0.51264367816092,-0.31264367816092076,-7.117647058823529,0
2004,0,6.242857142857133,0.25476190476190474,-1.895238095238092,4.711904761904762,3.2857142857142865,74.1875,1
2004,-1,0.9310344827586192,-1.8965517241379324,1.7931034482758612,3.4137931034482776,2.586206896551724,3.890909090909094,1
