Season,SeedDiff,AvgPtsDiff,AvgORDiff,AvgDRDiff,AvgFTADiff,AvgFTMDiff,TeamA_Won
2010,-9,-1.3607954545454533,-1.691287878787879,6.486742424242426,5.757575757575758,4.4981060606060606,1
2010,-1,-1.5307692307692236,1.23076923076923,2.2435897435897445,0.9461538461538481,-0.22820512820512917,1
2010,-13,8.760416666666664,2.752083333333333,2.927083333333332,1.2229166666666664,-0.18958333333333321,1
2010,-11,0.20860215053762943,-0.4064516129032256,-2.4752688172043023,-1.5548387096774192,-0.43333333333333357,1
2010,-7,-0.14848484848485555,5.251515151515152,-6.8363636363636395,1.0484848484848506,-0.754545454545454,1
2010,-7,-6.938508064516128,2.433467741935484,1.695564516129032,-2.762096774193548,-2.18649193548387,1
2010,-3,5.2803114571746335,-3.437152391546162,-1.50166852057842,-7.736373748609569,-3.470522803114571,1
2010,-1,12.65625,-0.0625,1.71875,-0.09375,1.34375,1
2010,-9,8.664870689655174,-1.7090517241379306,0.8642241379310356,3.022629310344829,3.5969827586206904,1
2010,3,-6.379310344827587,-0.38487208008898754,0.8698553948832028,-1.1179087875417117,-1.2558398220244715,0
2010,7,6.307917888563054,-1.3167155425219956,-2.5630498533724335,-0.5454545454545467,1.4828934506353857,0
2010,9,-4.9375,-2.40625,2.3125,-0.1875,-0.125,0
2010,5,1.0047619047619065,-0.5476190476190474,1.042857142857141,-6.480952380952379,-2.5214285714285705,0
2010,-15,13.78125,3.71875,6.125,1.71875,1.78125,1
2010,15,-7.90625,-0.78125,-1.75,5.84375,4.15625,0
2010,13,-7.271551724137936,-0.6077586206896548,-0.2230603448275872,-4.231681034482758,-3.112068965517242,0
2010,5,0.625,-4.28125,-2.15625,-4.78125,-3.625,1
2010,-15,22.82650862068966,-2.530172413793103,6.556034482758619,-1.5463362068965516,0.8394396551724146,1
2010,-9,-0.5714285714285694,0.5714285714285712,-0.821428571428573,-4.0,-1.678571428571427,1
2010,-3,-11.109677419354838,1.661290322580646,2.339784946236559,0.7602150537634422,-0.456989247311828,1
2010,-15,9.75483870967743,0.8204301075268816,2.4129032258064527,6.239784946236558,2.849462365591396,1
2010,13,-10.198588709677423,-0.35483870967741993,-1.4868951612903238,-2.264112903225808,-1.762096774193548,0
